WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (19401501.8782705 -4249752.45757929)",105300,Kauri,56.10398784,56.10398784,1716506.55295,6056388.25925,-35.62944367,174.28665672,19401501.8783,-4249752.45758
"POINT (19016191.3607628 -5480467.13261609)",342000,Fairlie,4.95412588,4.95412588,1425932.5987,5115053.0057,-44.09701087,170.82535345,19016191.3608,-5480467.13262
"POINT (19233286.2438652 -4096875.60083333)",100100,North Cape,826.78512205,826.78512205,1579396.08115,6181775.2488,-34.50545276,172.77554997,19233286.2439,-4096875.60083
"POINT (19273571.9723996 -4152509.39494422)",100200,Rangaunu Harbour,272.10405305,272.10405305,1612554.6505,6136232.76615,-34.91627744,173.13744282,19273571.9724,-4152509.39494
"POINT (19387207.6413187 -4193614.39063446)",100300,Inlets Far North District,0,625.97275382,1705412.87215,6102111.0264,-35.21850133,174.15824941,19387207.6413,-4193614.39063
"POINT (19300432.8691734 -4163239.48336674)",100400,Karikari Peninsula,174.18081591,174.18081591,1634562.57445,6127415.05495,-34.99527816,173.37873836,19300432.8692,-4163239.48337
"POINT (19282606.8005903 -4180628.98483444)",100500,Tangonge,177.20434269,177.20434269,1619918.06695,6113278.3712,-35.12314727,173.21860407,19282606.8006,-4180628.98483
"POINT (19276185.3704233 -4185580.0478401)",100600,Ahipara,4.5292775,4.5292775,1614655.61185,6109255.02585,-35.15951697,173.16091938,19276185.3704,-4185580.04784
"POINT (19287676.1738965 -4178000.84296537)",100700,Kaitaia East,5.26631029,5.26631029,1624073.02855,6115410.04495,-35.10383477,173.26414302,19287676.1739,-4178000.84297
"POINT (19288013.5773449 -4180443.13092389)",100800,Kaitaia West,3.21185052,3.21185052,1624343.92035,6113419.01755,-35.1217817,173.26717397,19288013.5773,-4180443.13092
"POINT (19292917.0268345 -4181269.05137619)",100900,Rangitihi,84.66042662,84.66042662,1628355.363,6112734.3932,-35.12785001,173.3112224,19292917.0268,-4181269.05138
"POINT (19309620.8709359 -4168409.78043645)",101000,Oruru-Parapara,103.28072757,103.28072757,1642075.24825,6123164.91395,-35.03331749,173.46127559,19309620.8709,-4168409.78044
"POINT (19314793.7127725 -4163436.34142792)",101100,Taumarumaru,10.2297234,10.2297234,1646334.53585,6127202.16855,-34.99672682,173.50774402,19314793.7128,-4163436.34143
"POINT (19299728.1148479 -4189682.76547826)",101200,Herekino-Takahue,303.69091784,303.69091784,1633904.28605,6105862.4712,-35.18964254,173.37240745,19299728.1148,-4189682.76548
"POINT (19308158.3920583 -4180755.58640736)",101300,Peria,199.69058441,199.69058441,1640831.64315,6113105.20105,-35.12407747,173.44813792,19308158.3921,-4180755.58641
"POINT (19322715.1799753 -4167326.80836188)",101400,Taemaro-Oruaiti,156.73427166,156.73427166,1652809.93805,6123992.4508,-35.02535123,173.57890377,19322715.18,-4167326.80836
"POINT (19332076.5681244 -4170661.29335073)",101500,Whakapaku,200.87343203,200.87343203,1660463.4437,6121224.8387,-35.04987698,173.66299855,19332076.5681,-4170661.29335
"POINT (19295942.5319294 -4214073.4935877)",101600,Hokianga North,345.93522228,345.93522228,1630740.62845,6086036.9,-35.36850897,173.33840098,19295942.5319,-4214073.49359
"POINT (19309882.5933761 -4203370.51597457)",101700,Kohukohu-Broadwood,209.19924258,209.19924258,1642157.01515,6094690.1174,-35.29006863,173.46362668,19309882.5934,-4203370.51597
"POINT (19352883.8030808 -4172434.09983486)",101800,Whakarara,169.49143734,169.49143734,1677497.5451,6119649.8363,-35.0629133,173.84991312,19352883.8031,-4172434.09983
"POINT (19341017.8753589 -4184842.91673808)",101900,Kaeo,255.57977504,255.57977504,1667702.38385,6109614.39505,-35.15410315,173.74331968,19341017.8754,-4184842.91674
"POINT (19327045.3643136 -4203135.27612334)",102000,Omahuta Forest-Horeke,463.54915239,463.54915239,1656177.3855,6094804.97815,-35.28834375,173.61780248,19327045.3643,-4203135.27612
"POINT (19312193.6243281 -4227665.65380101)",102100,Hokianga South,126.08745475,126.08745475,1643948.14205,6074946.17265,-35.46801387,173.48438703,19312193.6243,-4227665.6538
"POINT (19354602.2432447 -4188733.50101188)",102200,Lake Manuwai-Kapiro,59.06085734,59.06085734,1678789.75475,6106356.02255,-35.18267324,173.86535013,19354602.2432,-4188733.50101
"POINT (19346305.0918047 -4202899.05048077)",102300,Okaihau,147.59027666,160.01971243,1671911.4646,6094885.3557,-35.28661159,173.79081555,19346305.0918,-4202899.05048
"POINT (19362816.8391661 -4182131.10389225)",102400,Rangitane-Purerua,123.18645582,123.18645582,1685559.53205,6111672.7895,-35.13418331,173.9391431,19362816.8392,-4182131.10389
"POINT (19360509.2815131 -4192447.03196743)",102500,Waipapa,9.15899721,9.15899721,1683593.3947,6103289.36305,-35.2099338,173.91841396,19360509.2815,-4192447.03197
"POINT (19358827.6414164 -4198147.55502758)",102600,Puketotara,55.26424098,55.26424098,1682176.1845,6098662.9188,-35.2517628,173.90330753,19358827.6414,-4198147.55503
"POINT (19328350.4571705 -4230283.77498332)",102700,Waima Forest,236.99516982,236.99516982,1657103.15145,6072747.7433,-35.48716638,173.62952632,19328350.4572,-4230283.77498
"POINT (19365409.5921894 -4192191.6851284)",102800,Riverview,6.21930008,6.21930008,1687602.2238,6103459.29685,-35.20805962,173.9624342,19365409.5922,-4192191.68513
"POINT (19315195.019442 -4243158.65004092)",102900,Waipoua Forest,277.80801476,277.80801476,1646329.2604,6062371.3166,-35.58128435,173.51134902,19315195.0194,-4243158.65004
"POINT (19364132.6284972 -4194509.90022717)",103000,Kerikeri Central,3.71173696,3.71173696,1686540.0073,6101582.46485,-35.22507309,173.95096304,19364132.6285,-4194509.90023
"POINT (19364892.3130451 -4197416.38193709)",103100,Kerikeri South,15.46843227,15.46843227,1687138.24795,6099211.34965,-35.24639884,173.9577874,19364892.313,-4197416.38194
"POINT (19353998.1783269 -4209528.53662329)",103200,Ohaeawai-Waimate North,87.40452306,87.40452306,1678149.0902,6089443.304,-35.33520904,173.85992372,19353998.1783,-4209528.53662
"POINT (19369697.4259243 -4201986.27676669)",103300,Puketona-Waitangi,156.38492968,156.38492968,1691027.9822,6095455.082,-35.27991822,174.00095246,19369697.4259,-4201986.27677
"POINT (19343470.0954745 -4221491.90630476)",103400,Ngapuhi,175.39009407,175.39009407,1669478.82095,6079795.79675,-35.4228326,173.76534835,19343470.0955,-4221491.9063
"POINT (19347068.7001669 -4219455.52691796)",103500,Kaikohe,5.67512268,5.67512268,1672426.8724,6081426.04295,-35.40792422,173.79767516,19347068.7002,-4219455.52692
"POINT (19367861.8128054 -4213931.16226969)",103600,Pakaraka,72.33748195,72.33748195,1689431.87385,6085760.33675,-35.36746635,173.98446287,19367861.8128,-4213931.16227
"POINT (19376182.9238328 -4201905.56936092)",103700,Haruru,1.52772435,1.52772435,1696327.144,6095465.6992,-35.27932636,174.05921268,19376182.9238,-4201905.56936
"POINT (19383446.9041889 -4198798.46248024)",103800,Russell,3.27931477,3.27931477,1702290.32955,6097927.8352,-35.25653762,174.12446613,19383446.9042,-4198798.46248
"POINT (19379957.237792 -4202829.13974338)",103900,Paihia,2.2421089,2.2421089,1699402.40655,6094681.1088,-35.28609895,174.09311792,19379957.2378,-4202829.13974
"POINT (19347924.7468384 -4238488.21295352)",104000,Mataraua Forest,272.9269353,272.9269353,1672999.13575,6065978.46685,-35.54715526,173.80536516,19347924.7468,-4238488.21295
"POINT (19364321.8747358 -4231226.82966958)",104100,Matawaia-Taumarere,410.6837121,410.6837121,1686407.6311,6071747.7597,-35.49406405,173.95266307,19364321.8747,-4231226.82967
"POINT (19387656.5302693 -4202923.52587973)",104200,Russell Peninsula,26.20135237,26.20135237,1705691.19175,6094532.8277,-35.28679106,174.16228184,19387656.5303,-4202923.52588
"POINT (19380726.2465748 -4207822.03085492)",104300,Opua (Far North District),5.62247307,5.62247307,1699985.5716,6090614.5372,-35.32270229,174.10002605,19380726.2466,-4207822.03085
"POINT (19394756.3203314 -4214112.096311)",104400,Russell Forest-Rawhiti,191.37950948,191.37950948,1711378.574,6085368.234,-35.36879174,174.22606034,19394756.3203,-4214112.09631
"POINT (19372393.3828069 -4216150.44269701)",104500,Moerewa,1.87566952,1.87566952,1693111.35565,6083919.92125,-35.38372176,174.02517066,19372393.3828,-4216150.4427
"POINT (19378024.4109798 -4215502.57939578)",104600,Kawakawa,1.73247964,1.73247964,1697711.5911,6084397.408,-35.37897674,174.07575504,19378024.411,-4215502.5794
"POINT (19385323.9140494 -4229065.5731018)",104700,Maromaku,238.30862311,238.30862311,1703540.68045,6073319.553,-35.47825535,174.1413276,19385323.914,-4229065.5731
"POINT (19369849.2588494 -4252981.83466487)",104800,Mangakahia-Hukerenui,658.54706101,658.54706101,1690731.954,6054073.02735,-35.65301955,174.0023164,19369849.2588,-4252981.83466
"POINT (19406884.6854976 -4230660.24172526)",104900,Whangaruru,469.35201031,469.35201031,1721095.0401,6071805.3417,-35.48991999,174.3350113,19406884.6855,-4230660.24173
"POINT (19408211.1655876 -4214374.51434642)",105000,Inlets other Whangarei District,0,39.02456944,1722356.1878,6085012.2931,-35.370714,174.34692727,19408211.1656,-4214374.51435
"POINT (19392954.1947995 -4254936.69017421)",105100,Matarau,108.38593904,108.38593904,1709501.6599,6052279.03065,-35.66728748,174.20987157,19392954.1948,-4254936.69017
"POINT (19401558.0980042 -4244965.34072795)",105200,Hikurangi,4.0002501,4.0002501,1716603.02045,6060265.3993,-35.5944828,174.28716175,19401558.098,-4244965.34073
"POINT (19386816.6745124 -4267930.90302392)",105400,Maungatapere,174.47962567,174.47962567,1704387.71435,6041826.82675,-35.76206371,174.15473729,19386816.6745,-4267930.90302
"POINT (19402438.9432073 -4255317.24590457)",105500,Kamo West,4.49900752,4.49900752,1717209.45895,6051872.67155,-35.67006476,174.29507452,19402438.9432,-4255317.2459
"POINT (19422804.5932651 -4245437.03562174)",105600,Matapouri-Tutukaka,78.46534341,78.46534341,1733888.359,6059640.3206,-35.59792832,174.47802227,19422804.5933,-4245437.03562
"POINT (19414439.1523953 -4252122.89354107)",105700,Kiripaka,72.06743057,72.06743057,1727003.2922,6054324.79145,-35.64674958,174.40287423,19414439.1524,-4252122.89354
"POINT (19404078.4498347 -4256332.38818538)",105800,Kamo East,1.42716225,1.42716225,1718531.51515,6051033.3223,-35.67747272,174.30980246,19404078.4498,-4256332.38819
"POINT (19402437.1304068 -4258069.91113155)",105900,Granfield Reserve,1.66090904,1.66090904,1717178.60885,6049644.80695,-35.69015065,174.29505823,19402437.1304,-4258069.91113
"POINT (19403534.4383747 -4257345.13766888)",106000,Kamo Central,1.09354706,1.09354706,1718078.35305,6050219.5446,-35.68486255,174.30491552,19403534.4384,-4257345.13767
"POINT (19402519.9062916 -4260132.90787543)",106100,Whau Valley,7.18025885,7.18025885,1717223.8601,6047974.585,-35.70520079,174.29580182,19402519.9063,-4260132.90788
"POINT (19405552.9056659 -4256795.40703305)",106200,Tikipunga North,2.74100722,2.74100722,1719725.17495,6050642.5042,-35.68085136,174.32304772,19405552.9057,-4256795.40703
"POINT (19397980.4265971 -4265788.68019888)",106300,Pukenui,19.19103565,19.19103565,1713476.11335,6043447.60605,-35.74644668,174.25502298,19397980.4266,-4265788.6802
"POINT (19404957.5588455 -4258501.26876067)",106400,Otangarei,1.03955837,1.03955837,1719222.66335,6049268.47775,-35.69329776,174.31769963,19404957.5588,-4258501.26876
"POINT (19406512.1737242 -4258676.65477677)",106500,Tikipunga South,2.74033953,2.74033953,1720484.3659,6049109.50315,-35.69457731,174.33166497,19406512.1737,-4258676.65478
"POINT (19403914.7978751 -4261216.03425228)",106600,Kensington (Whangarei District),3.11118529,3.11118529,1718345.8072,6047083.22685,-35.71310137,174.30833235,19403914.7979,-4261216.03425
"POINT (19409803.266701 -4259966.9584478)",106700,Abbey Caves-Glenbervie,32.11865017,32.11865017,1723144.9311,6048028.74265,-35.70399025,174.36122936,19409803.2667,-4259966.95845
"POINT (19405692.8135692 -4260038.79172302)",106800,Mairtown,0.94419075,0.94419075,1719803.51255,6048016.31955,-35.70451425,174.32430453,19405692.8136,-4260038.79172
"POINT (19401915.3803185 -4264571.41899461)",106900,Maunu-Horahora,4.29745554,4.29745554,1716685.3432,6044390.56295,-35.73757136,174.29037127,19401915.3803,-4264571.41899
"POINT (19404050.6404232 -4263126.52163985)",107000,Woodhill-Vinetown,1.38522205,1.38522205,1718435.56895,6045536.25365,-35.727035,174.30955264,19404050.6404,-4263126.52164
"POINT (19405692.6672192 -4263323.29057695)",107100,Whangarei Central,2.81299371,2.81299371,1719767.5343,6045359.1823,-35.72846995,174.32430322,19405692.6672,-4263323.29058
"POINT (19407400.5675902 -4262983.73998113)",107200,Riverside,3.50780578,3.50780578,1721158.8975,6045615.0001,-35.72599375,174.33964555,19407400.5676,-4262983.73998
"POINT (19402871.8095556 -4266233.27015762)",107300,Raumanga,3.46035972,3.46035972,1717444.5161,6043036.33625,-35.74968804,174.29896302,19402871.8096,-4266233.27016
"POINT (19403993.3025669 -4265155.54772194)",107400,Tarewa,0.94067805,0.94067805,1718367.08155,6043895.7743,-35.7418305,174.30903757,19403993.3026,-4265155.54772
"POINT (19405219.950635 -4264409.09781094)",107500,Morningside (Whangarei District),1.20188251,1.20188251,1719371.6494,6044486.12135,-35.73638776,174.32005673,19405219.9506,-4264409.09781
"POINT (19426892.4260273 -4249092.52455617)",107600,Ngunguru,3.56520869,3.56520869,1737169.48365,6056628.53745,-35.62462501,174.51474389,19426892.426,-4249092.52456
"POINT (19401401.5882694 -4270535.53037704)",107700,Otaika-Portland,41.34127459,41.34127459,1716204.70345,6039573.70095,-35.78104758,174.2857558,19401401.5883,-4270535.53038
"POINT (19393631.5330666 -4286305.017853)",107800,Oakleigh-Mangapai,323.78100653,323.78100653,1709737.7061,6026916.311,-35.89588695,174.21595621,19393631.5331,-4286305.01785
"POINT (19406410.5175767 -4266176.40263747)",107900,Port-Limeburners,7.41161121,7.41161121,1720319.454,6043043.77845,-35.74927345,174.33075178,19406410.5176,-4266176.40264
"POINT (19417229.9341326 -4259002.15027106)",108000,Pataua,128.58726061,128.58726061,1729192.1068,6048723.67735,-35.69695195,174.42794425,19417229.9341,-4259002.15027
"POINT (19411068.8497406 -4266614.07294555)",108100,Onerahi Park,1.9996437,1.9996437,1724098.2649,6042637.69355,-35.75246425,174.37259829,19411068.8497,-4266614.07295
"POINT (19409867.6136268 -4266095.46939599)",108200,Sherwood Rise,1.30633937,1.30633937,1723128.4135,6043070.6712,-35.7486834,174.3618074,19409867.6136,-4266095.4694
"POINT (19410059.0386275 -4268494.92344356)",108300,Onerahi,2.29421222,2.29421222,1723256.91515,6041128.3423,-35.76617497,174.363527,19410059.0386,-4268494.92344
"POINT (19415313.979206 -4273377.54915072)",108400,Inlet Whangarei Harbour,0,103.17545034,1727467.5637,6037121.1912,-35.80175652,174.41073294,19415313.9792,-4273377.54915
"POINT (19417249.7850271 -4267650.32551612)",108500,Parua Bay,39.0954391,39.0954391,1729106.40195,6041728.0661,-35.76001844,174.42812257,19417249.785,-4267650.32552
"POINT (19412327.3054753 -4288927.40049595)",108600,Bream Bay,235.31798384,235.31798384,1724865.48425,6024598.11325,-35.91496801,174.38390319,19412327.3055,-4288927.4005
"POINT (19423789.4045704 -4279100.72936866)",108700,Marsden Bay,6.10249454,6.10249454,1734277.11,6032395.3797,-35.84344323,174.48686898,19423789.4046,-4279100.72937
"POINT (19420495.0155165 -4283942.97242606)",108800,Ruakaka,15.79852036,15.79852036,1731546.05455,6028525.21685,-35.87869623,174.45727498,19420495.0155,-4283942.97243
"POINT (19429249.6007088 -4275762.54755356)",108900,Bream Head,52.18004192,52.18004192,1738749.38975,6035023.73555,-35.81913112,174.53591875,19429249.6007,-4275762.54755
"POINT (19419776.5451978 -4305204.93615227)",109000,Waipu,136.59458638,136.59458638,1730708.37245,6011384.01345,-36.03330412,174.45082085,19419776.5452,-4305204.93615
"POINT (19330767.934629 -4263396.22449218)",109100,Kaipara Coastal,1248.06198971,1248.06198971,1658895.53575,6045913.06575,-35.72900181,173.65124289,19330767.9346,-4263396.22449
"POINT (19366351.0582515 -4283704.83291183)",109200,Maungaru,691.9661207,691.9661207,1687641.19085,6029262.82865,-35.87696287,173.97089153,19366351.0583,-4283704.83291
"POINT (19354590.0331983 -4292258.8248785)",109300,Dargaville,12.55839585,12.55839585,1678042.8082,6022449.07015,-35.93920158,173.86524045,19354590.0332,-4292258.82488
"POINT (19385899.4601739 -4312291.95273788)",109400,Ruawai-Matakohe,530.44403267,530.44403267,1703222.55065,6006040.8644,-36.08477059,174.14649781,19385899.4602,-4312291.95274
"POINT (19405583.2114433 -4329034.71949833)",109500,Otamatea (Kaipara District),244.89158927,244.89158927,1718959.61345,5992366.32825,-36.20622411,174.32331996,19405583.2114,-4329034.7195
"POINT (19408212.4888397 -4315702.26927666)",109600,Maungaturoto,21.59969701,21.59969701,1721231.7843,6003063.6784,-36.10952458,174.34693916,19408212.4888,-4315702.26928
"POINT (19416294.7881495 -4328375.74249976)",109700,Kaiwaka,259.02591836,259.02591836,1727617.90595,5992773.8721,-36.20144738,174.41954369,19416294.7881,-4328375.7425
"POINT (19430325.0425289 -4316785.10292865)",109800,Mangawhai Rural,91.18003775,91.18003775,1739097.8832,6001925.93945,-36.11738276,174.54557961,19430325.0425,-4316785.10293
"POINT (19434609.4006861 -4313621.24588864)",109900,Mangawhai Heads,6.98889597,6.98889597,1742603.3887,6004417.3813,-36.09442027,174.58406666,19434609.4007,-4313621.24589
"POINT (19435690.3597396 -4316861.22456789)",110000,Inlet Mangawhai Harbour,0,5.86889674,1743434.85565,6001794.59395,-36.11793515,174.59377708,19435690.3597,-4316861.22457
"POINT (19433765.657562 -4317815.95310709)",110100,Mangawhai,1.99427586,1.99427586,1741866.2306,6001051.4766,-36.12486297,174.57648718,19433765.6576,-4317815.95311
"POINT (19422837.334779 -4344209.86189058)",110200,Okahukura Peninsula,211.18081304,211.18081304,1732707.76105,5979971.63635,-36.31614337,174.47831639,19422837.3348,-4344209.86189
"POINT (19405949.6970102 -4363224.79625185)",110300,Inlet Kaipara Harbour South,0,391.72449421,1718879.01155,5964914.61085,-36.45365718,174.32661216,19405949.697,-4363224.79625
"POINT (19439319.7525425 -4335674.59112765)",110400,Cape Rodney,370.64774254,370.64774254,1746115.63755,5986614.5461,-36.25433822,174.62638047,19439319.7525,-4335674.59113
"POINT (19427647.6092511 -4340992.02680895)",110500,Wellsford,4.55282827,4.55282827,1736627.74195,5982495.6469,-36.2928483,174.52152782,19427647.6093,-4340992.02681
"POINT (19499698.7875146 -4338036.94777588)",110600,Oceanic Auckland Region East,0,7823.24088442,1794808.5129,5983761.3101,-36.27144929,175.16877457,19499698.7875,-4338036.94778
"POINT (19404353.551222 -4382600.82457379)",110700,South Head,339.79389712,339.79389712,1717382.5173,5949415.471,-36.59353204,174.31227374,19404353.5512,-4382600.82457
"POINT (19424006.532836 -4364585.26777743)",110800,Kaipara Hills,282.59738123,282.59738123,1733398.64385,5963611.93615,-36.46348663,174.48881947,19424006.5328,-4364585.26778
"POINT (19446034.4049683 -4347641.44343811)",110900,Dome Valley-Matakana,84.7499658,84.7499658,1751367.65415,5976910.488,-36.34097815,174.68669921,19446034.405,-4347641.44344
"POINT (19402658.5561881 -4425582.73316349)",111000,Oceanic Auckland Region West,0,2384.01250114,1715555.51375,5915112.26645,-36.90291297,174.29704734,19402658.5562,-4425582.73316
"POINT (19442127.2596814 -4354270.6713097)",111100,Warkworth West,11.35975247,11.35975247,1748126.63405,5971645.08355,-36.38893228,174.65160073,19442127.2597,-4354270.67131
"POINT (19439138.5096717 -4365280.48532092)",111200,Puhoi Valley,236.52996459,236.52996459,1745569.8,5962858.01835,-36.46850912,174.62475233,19439138.5097,-4365280.48532
"POINT (19443943.8483521 -4356532.4880265)",111300,Warkworth East,4.21863402,4.21863402,1749558.97805,5969805.60325,-36.40528692,174.66791942,19443943.8484,-4356532.48803
"POINT (19447353.3216449 -4355494.0986436)",111400,Sandspit,22.43923564,22.43923564,1752320.2081,5970590.60325,-36.39777901,174.69854725,19447353.3216,-4355494.09864
"POINT (19457737.5247527 -4351094.70034882)",111500,Tawharanui Peninsula,46.6707281,46.6707281,1760751.80615,5973969.07965,-36.36596181,174.79183013,19457737.5248,-4351094.70035
"POINT (19423465.7083023 -4383975.203609)",111600,Te Kuru,80.93043952,80.93043952,1732723.87045,5948092.4107,-36.60344402,174.48396116,19423465.7083,-4383975.20361
"POINT (19450319.0355187 -4358601.14345297)",111700,Snells Beach,3.82725987,3.82725987,1754664.9923,5968056.26615,-36.42024184,174.72518871,19450319.0355,-4358601.14345
"POINT (19528017.2535398 -4328327.54628303)",111800,Barrier Islands,320.4141008,320.4141008,1817857.97415,5991024.6205,-36.20109801,175.42316367,19528017.2535,-4328327.54628
"POINT (19452647.2840805 -4363682.6557547)",111900,Algies Bay-Scotts Landing,15.36828354,15.36828354,1756466.4494,5963948.49215,-36.45696537,174.74610372,19452647.2841,-4363682.65575
"POINT (19526402.7814885 -4338317.54010109)",112000,Inlets other Auckland,0,123.16892795,1816354.1321,5983026.2655,-36.27348144,175.40866062,19526402.7815,-4338317.5401
"POINT (19432310.4794707 -4381437.82889342)",112100,Wainui-Waiwera,78.7150854,78.7150854,1739863.6782,5950009.90515,-36.58514355,174.56341509,19432310.4795,-4381437.82889
"POINT (19418125.9044381 -4391492.30471199)",112200,Parakai,1.45487644,1.45487644,1728343.45705,5942145.9004,-36.65763462,174.43599289,19418125.9044,-4391492.30471
"POINT (19425106.3728778 -4390366.82242589)",112300,Helensville Rural,56.91997862,56.91997862,1733962.3473,5942960.0163,-36.64952348,174.4986995,19425106.3729,-4390366.82243
"POINT (19420158.5797668 -4393897.99650975)",112400,Helensville,3.36590766,3.36590766,1729946.3976,5940198.2722,-36.67496915,174.45425272,19420158.5798,-4393897.99651
"POINT (19434628.0990903 -4388677.54998449)",112500,Waitoki,40.75529776,40.75529776,1741630.81325,5944187.9736,-36.63734759,174.58423463,19434628.0991,-4388677.54998
"POINT (19427003.4353521 -4398746.24719881)",112600,Waikoukou Valley,52.8545831,52.8545831,1735379.86875,5936238.8997,-36.70989198,174.51574111,19427003.4354,-4398746.2472
"POINT (19444828.3049255 -4380875.69556441)",112700,Orewa North,3.0420543,3.0420543,1749932.10865,5950290.20415,-36.58108865,174.67586463,19444828.3049,-4380875.69556
"POINT (19446330.1086251 -4379341.31948994)",112800,Hatfields Beach,0.92325487,0.92325487,1751160.7656,5951497.07935,-36.57001949,174.68935557,19446330.1086,-4379341.31949
"POINT (19445932.5234183 -4382129.90107746)",112900,Orewa South,2.31160628,2.31160628,1750802.0188,5949271.0348,-36.59013546,174.685784,19445932.5234,-4382129.90108
"POINT (19446897.5301648 -4381731.90607484)",113000,Orewa Central,1.45284321,1.45284321,1751583.16915,5949575.8682,-36.58726477,174.6944528,19446897.5302,-4381731.90607
"POINT (19444428.7710759 -4383705.39823679)",113100,Millwater North,1.75217359,1.75217359,1749571.5786,5948031.5638,-36.6014983,174.67227556,19444428.7711,-4383705.39824
"POINT (19416423.5820158 -4408358.12036698)",113200,Waipatukahu,52.05879697,52.05879697,1726776.8372,5928693.2391,-36.77908114,174.42070067,19416423.582,-4408358.12037
"POINT (19444176.4014513 -4385204.71101024)",113300,Millwater South,2.41113494,2.41113494,1749347.93635,5946835.63155,-36.61231012,174.67000848,19444176.4015,-4385204.71101
"POINT (19442365.6516265 -4389696.85035238)",113400,Dairy Flat North,22.96899967,22.96899967,1747831.25095,5943268.0678,-36.6446947,174.65374224,19442365.6516,-4389696.85035
"POINT (19438488.3761072 -4393347.77882477)",113500,Dairy Flat West,30.97978859,30.97978859,1744668.2197,5940402.32165,-36.67100483,174.61891208,19438488.3761,-4393347.77882
"POINT (19446013.8254798 -4384338.55182354)",113600,Kingsway,0.9031104,0.9031104,1750836.3368,5947502.74985,-36.60606427,174.68651435,19446013.8255,-4384338.55182
"POINT (19433510.2784252 -4399405.21926009)",113700,Riverhead Forest,48.42763587,48.42763587,1740592.28435,5935628.26085,-36.71463745,174.57419307,19433510.2784,-4399405.21926
"POINT (19444724.3282191 -4386828.81551393)",113800,Silverdale Central (Auckland),3.36140307,3.36140307,1749765.4955,5945528.85815,-36.62402013,174.6749306,19444724.3282,-4386828.81551
"POINT (19447009.6102138 -4385060.50731703)",113900,Red Beach West,1.83998367,1.83998367,1751626.24685,5946911.10645,-36.61127031,174.69545963,19447009.6102,-4385060.50732
"POINT (19448059.3816518 -4384318.70890004)",114000,Red Beach East,1.56444435,1.56444435,1752480.2078,5947489.60975,-36.60592118,174.70488989,19448059.3817,-4384318.7089
"POINT (19446580.3457111 -4387380.51189075)",114100,Silverdale South (Auckland),10.18954365,10.18954365,1751248.66845,5945061.46605,-36.62799753,174.69160348,19446580.3457,-4387380.51189
"POINT (19421293.1878249 -4408569.178157)",114200,Waimauku,5.63314315,5.63314315,1730678.0493,5928465.91025,-36.7805997,174.46444508,19421293.1878,-4408569.17816
"POINT (19464806.5213912 -4409475.31507148)",114300,Gulf Islands,66.09614073,66.09614073,1765547.4738,5927137.35315,-36.787119,174.85533201,19464806.5214,-4409475.31507
"POINT (19449523.2335276 -4385988.79052204)",114400,Vipond,1.38113819,1.38113819,1753632.5079,5946132.6535,-36.61796366,174.7180399,19449523.2335,-4385988.79052
"POINT (19417372.6614567 -4414776.9431225)",114500,Muriwai,3.01225115,3.01225115,1727461.1229,5923559.84975,-36.82525102,174.42922639,19417372.6615,-4414776.94312
"POINT (19450547.6356054 -4386687.59255208)",114600,Stanmore Bay West,0.98684481,0.98684481,1754445.42965,5945558.93645,-36.62300197,174.72724226,19450547.6356,-4386687.59255
"POINT (19427626.5183286 -4409930.07758755)",114700,Kumeu Rural West,24.43335565,24.43335565,1735737.91385,5927300.4741,-36.79039063,174.52133836,19427626.5183,-4409930.07759
"POINT (19448619.6171268 -4392807.75841364)",114800,Okura Bush,28.98872701,28.98872701,1752809.4182,5940692.8519,-36.66711378,174.70992257,19448619.6171,-4392807.75841
"POINT (19451253.5146282 -4388575.95164308)",114900,Whangaparoa Central,3.6915778,3.6915778,1754985.20455,5944038.4467,-36.63661523,174.73358327,19451253.5146,-4388575.95164
"POINT (19430023.0379995 -4407093.68589086)",115000,Kumeu-Huapai,6.3210669,6.3210669,1737695.37095,5929533.7473,-36.76998293,174.54286666,19430023.038,-4407093.68589
"POINT (19452164.1476726 -4387564.81520629)",115100,Stanmore Bay East,1.33781837,1.33781837,1755731.2799,5944833.8599,-36.6293262,174.74176363,19452164.1477,-4387564.81521
"POINT (19453415.016127 -4388125.10024647)",115200,Manly West,1.0323979,1.0323979,1756727.86635,5944367.4746,-36.63336524,174.75300037,19453415.0161,-4388125.10025
"POINT (19421948.0920114 -4414009.54809401)",115300,Muriwai Valley-Bethells Beach,35.35470719,35.35470719,1731136.30205,5924116.4463,-36.8197327,174.47032818,19421948.092,-4414009.54809
"POINT (19456091.0987446 -4385805.07606163)",115400,Tindalls-Matakatia,2.93347637,2.93347637,1758911.68855,5946183.5858,-36.61663904,174.77704003,19456091.0987,-4385805.07606
"POINT (19441210.2309284 -4400526.12118282)",115500,Coatesville,24.36637718,24.36637718,1746755.0096,5934629.0876,-36.72270876,174.64336292,19441210.2309,-4400526.12118
"POINT (19445195.5970931 -4396762.23523507)",115600,Dairy Flat South,15.21709972,15.21709972,1750005.0679,5937580.8266,-36.6956027,174.67916408,19445195.5971,-4396762.23524
"POINT (19457994.2960743 -4384814.5272334)",115700,Gulf Harbour North,1.75709588,1.75709588,1760455.50915,5946947.55265,-36.60949658,174.79413674,19457994.2961,-4384814.52723
